,Date,Trip_ID,Stop_Name,Latitude,Longitude,Visit_Time,Visit_Duration_Min,Travel_Next_Min,Day_Of_Week,Month,Hour,Is_Weekend,Traffic_Level,Stop_Encoded,Cluster,Stop_Frequency,Avg_Stop_Time,Daily_Visits,Route_Efficiency
D8,2026-11-25,TRP-1042,Community Center,17.362,78.484,1900-01-01 13:15:00,30,13,Wednesday,November,13,0,1,6,2,33,26.363636363636363,1,2.142857142857143
D8,2026-11-26,TRP-1043,Store D,17.4,78.5,1900-01-01 16:15:00,13,37,Thursday,November,16,0,1,42,4,50,29.36,1,0.34210526315789475
D8,2026-11-29,TRP-1044,Store D,17.4,78.5,1900-01-01 12:15:00,37,27,Sunday,November,12,1,1,42,4,50,29.36,1,1.3214285714285714
D8,2026-11-30,TRP-1045,Restaurant 2,17.362,78.462,1900-01-01 08:30:00,15,45,Monday,November,8,0,2,35,2,38,24.55263157894737,1,0.32608695652173914
D8,2026-12-02,TRP-1046,Restaurant 2,17.362,78.462,1900-01-01 16:45:00,59,12,Wednesday,December,16,0,1,35,2,38,24.55263157894737,1,4.538461538461538
D8,2026-12-06,TRP-1047,Store A,17.385,78.486,1900-01-01 12:30:00,60,27,Sunday,December,12,1,1,39,4,38,28.526315789473685,2,2.142857142857143
D8,2026-12-07,TRP-1048,Store I,17.43,78.52,1900-01-01 12:00:00,43,30,Monday,December,12,0,1,47,0,41,28.170731707317074,1,1.3870967741935485
D8,2026-12-09,TRP-1049,Outlet 4,17.398,78.472,1900-01-01 12:30:00,56,29,Wednesday,December,12,0,1,27,4,35,27.114285714285714,1,1.8666666666666667
D8,2026-12-11,TRP-1050,Community Center,17.362,78.484,1900-01-01 08:15:00,25,24,Friday,December,8,0,2,6,2,33,26.363636363636363,1,1.0
D8,2026-12-12,TRP-1051,Store D,17.4,78.5,1900-01-01 08:00:00,31,14,Saturday,December,8,1,2,42,4,50,29.36,1,2.066666666666667
D8,2026-12-16,TRP-1052,Mall 2,17.425,78.525,1900-01-01 16:30:00,48,44,Wednesday,December,16,0,1,18,0,32,27.375,1,1.0666666666666667
D8,2026-12-20,TRP-1053,Clinic B,17.392,78.496,1900-01-01 12:45:00,29,45,Sunday,December,12,1,1,5,4,39,28.384615384615383,1,0.6304347826086957
D8,2026-12-21,TRP-1054,Factory 2,17.32,78.43,1900-01-01 14:45:00,34,32,Monday,December,14,0,1,10,1,40,27.15,1,1.0303030303030303
D8,2026-12-23,TRP-1055,School 1,17.372,78.468,1900-01-01 12:15:00,20,37,Wednesday,December,12,0,1,36,2,30,28.1,1,0.5263157894736842
D8,2026-12-28,TRP-1056,Mall 1,17.37,78.465,1900-01-01 08:15:00,23,33,Monday,December,8,0,2,17,2,39,29.71794871794872,1,0.6764705882352942
D9,2026-01-01,TRP-1057,Store D,17.4,78.5,1900-01-01 12:30:00,11,42,Thursday,January,12,0,1,42,4,50,29.36,1,0.2558139534883721
D9,2026-01-03,TRP-1058,Depot B,17.345,78.455,1900-01-01 12:00:00,19,10,Saturday,January,12,1,1,8,2,43,28.790697674418606,1,1.7272727272727273
D9,2026-01-04,TRP-1059,Store C,17.375,78.48,1900-01-01 10:45:00,18,19,Sunday,January,10,1,2,41,2,41,29.146341463414632,1,0.9
D9,2026-01-06,TRP-1060,Mall 2,17.425,78.525,1900-01-01 16:30:00,39,26,Tuesday,January,16,0,1,18,0,32,27.375,1,1.4444444444444444
D9,2026-01-07,TRP-1061,Hub West,17.395,78.43,1900-01-01 10:15:00,51,37,Wednesday,January,10,0,2,16,3,49,29.20408163265306,1,1.3421052631578947
D9,2026-01-08,TRP-1062,Park A,17.418,78.518,1900-01-01 16:30:00,46,13,Thursday,January,16,0,1,29,0,29,26.79310344827586,1,3.2857142857142856
D9,2026-01-10,TRP-1063,Store J,17.395,78.505,1900-01-01 12:45:00,52,42,Saturday,January,12,1,1,48,4,34,28.352941176470587,1,1.2093023255813953
D9,2026-01-11,TRP-1064,Clinic A,17.382,78.483,1900-01-01 13:00:00,38,15,Sunday,January,13,1,1,4,4,42,28.404761904761905,1,2.375
D9,2026-01-14,TRP-1065,Depot B,17.345,78.455,1900-01-01 16:15:00,27,42,Wednesday,January,16,0,1,8,2,43,28.790697674418606,1,0.627906976744186
D9,2026-01-15,TRP-1066,School 2,17.408,78.512,1900-01-01 09:45:00,34,27,Thursday,January,9,0,2,37,4,49,26.6734693877551,1,1.2142857142857142
D9,2026-01-26,TRP-1067,Store G,17.42,78.49,1900-01-01 13:15:00,39,39,Monday,January,13,0,1,45,4,47,30.80851063829787,1,0.975
D9,2026-02-03,TRP-1068,Bus Terminal,17.384,78.456,1900-01-01 16:00:00,13,29,Tuesday,February,16,0,1,3,2,42,25.738095238095237,1,0.43333333333333335
D9,2026-02-04,TRP-1069,Outlet 2,17.375,78.505,1900-01-01 09:15:00,56,18,Wednesday,February,9,0,2,25,4,34,26.205882352941178,1,2.9473684210526314
D9,2026-02-05,TRP-1070,Office A,17.38,78.475,1900-01-01 16:00:00,44,40,Thursday,February,16,0,1,21,2,32,28.09375,1,1.0731707317073171
D9,2026-02-08,TRP-1071,Hub West,17.395,78.43,1900-01-01 09:15:00,23,37,Sunday,February,9,1,2,16,3,49,29.20408163265306,1,0.6052631578947368
D9,2026-02-10,TRP-1072,Outlet 5,17.412,78.498,1900-01-01 08:45:00,20,22,Tuesday,February,8,0,2,28,4,43,28.72093023255814,1,0.8695652173913043
D9,2026-02-12,TRP-1073,Store E,17.36,78.47,1900-01-01 10:00:00,24,43,Thursday,February,10,0,2,43,2,38,27.5,1,0.5454545454545454
D9,2026-02-14,TRP-1074,Factory 1,17.46,78.55,1900-01-01 14:45:00,17,21,Saturday,February,14,1,1,9,0,36,24.38888888888889,1,0.7727272727272727
D9,2026-02-15,TRP-1075,Store A,17.385,78.486,1900-01-01 14:00:00,35,20,Sunday,February,14,1,1,39,4,38,28.526315789473685,1,1.6666666666666667
D9,2026-02-18,TRP-1076,Market 2,17.385,78.508,1900-01-01 08:15:00,19,14,Wednesday,February,8,0,2,20,4,41,27.073170731707318,1,1.2666666666666666
D9,2026-02-19,TRP-1077,Store E,17.36,78.47,1900-01-01 10:45:00,10,19,Thursday,February,10,0,2,43,2,38,27.5,1,0.5
D9,2026-02-21,TRP-1078,Hub East,17.395,78.55,1900-01-01 11:00:00,50,43,Saturday,February,11,1,1,13,0,39,27.94871794871795,1,1.1363636363636365
D9,2026-03-02,TRP-1079,Office B,17.405,78.515,1900-01-01 12:00:00,35,18,Monday,March,12,0,1,22,4,28,22.071428571428573,1,1.8421052631578947
D9,2026-03-03,TRP-1080,Railway Station,17.432,78.498,1900-01-01 08:15:00,34,31,Tuesday,March,8,0,2,33,0,37,27.62162162162162,1,1.0625
D9,2026-03-04,TRP-1081,Market 1,17.395,78.488,1900-01-01 16:30:00,24,18,Wednesday,March,16,0,1,19,4,52,25.71153846153846,2,1.263157894736842
D9,2026-03-05,TRP-1082,Park A,17.418,78.518,1900-01-01 10:30:00,31,43,Thursday,March,10,0,2,29,0,29,26.79310344827586,1,0.7045454545454546
D9,2026-03-14,TRP-1083,Park B,17.358,78.458,1900-01-01 14:45:00,57,10,Saturday,March,14,1,1,30,2,33,24.484848484848484,1,5.181818181818182
D9,2026-03-16,TRP-1084,Community Center,17.362,78.484,1900-01-01 15:00:00,59,39,Monday,March,15,0,1,6,2,33,26.363636363636363,1,1.475
D9,2026-03-18,TRP-1085,Store A,17.385,78.486,1900-01-01 16:00:00,15,34,Wednesday,March,16,0,1,39,4,38,28.526315789473685,1,0.42857142857142855
D9,2026-03-19,TRP-1086,Pharmacy 2,17.405,78.495,1900-01-01 13:45:00,11,41,Thursday,March,13,0,1,32,4,33,26.454545454545453,2,0.2619047619047619
D9,2026-03-20,TRP-1087,Office C,17.415,78.485,1900-01-01 09:00:00,39,31,Friday,March,9,0,2,23,4,34,27.852941176470587,1,1.21875
D9,2026-03-22,TRP-1088,Bank B,17.398,78.498,1900-01-01 16:15:00,32,10,Sunday,March,16,1,1,2,4,29,29.17241379310345,1,2.909090909090909
D9,2026-03-29,TRP-1089,Tech Park 1,17.425,78.515,1900-01-01 08:30:00,38,17,Sunday,March,8,1,2,49,0,35,24.485714285714284,1,2.111111111111111
D9,2026-04-04,TRP-1090,Hub North,17.45,78.54,1900-01-01 08:45:00,14,32,Saturday,April,8,1,2,14,0,53,27.39622641509434,1,0.42424242424242425
D9,2026-04-05,TRP-1091,Outlet 1,17.385,78.49,1900-01-01 09:30:00,25,39,Sunday,April,9,1,2,24,4,35,27.82857142857143,1,0.625
D9,2026-04-08,TRP-1092,Outlet 2,17.375,78.505,1900-01-01 16:45:00,40,29,Wednesday,April,16,0,1,25,4,34,26.205882352941178,1,1.3333333333333333
D9,2026-04-09,TRP-1093,Restaurant 2,17.362,78.462,1900-01-01 12:30:00,25,37,Thursday,April,12,0,1,35,2,38,24.55263157894737,1,0.6578947368421053
D9,2026-04-11,TRP-1094,Factory 2,17.32,78.43,1900-01-01 16:30:00,24,10,Saturday,April,16,1,1,10,1,40,27.15,1,2.1818181818181817
D9,2026-04-12,TRP-1095,Store B,17.39,78.495,1900-01-01 12:00:00,57,30,Sunday,April,12,1,1,40,4,37,26.35135135135135,1,1.8387096774193548
D9,2026-04-14,TRP-1096,Park A,17.418,78.518,1900-01-01 15:00:00,28,27,Tuesday,April,15,0,1,29,0,29,26.79310344827586,1,1.0
D9,2026-04-20,TRP-1097,Outlet 1,17.385,78.49,1900-01-01 14:15:00,60,37,Monday,April,14,0,1,24,4,35,27.82857142857143,1,1.5789473684210527
D9,2026-04-25,TRP-1098,Store I,17.43,78.52,1900-01-01 16:15:00,60,25,Saturday,April,16,1,1,47,0,41,28.170731707317074,1,2.3076923076923075
D9,2026-04-26,TRP-1099,Hotel A,17.388,78.492,1900-01-01 15:00:00,50,17,Sunday,April,15,1,1,11,4,44,28.045454545454547,1,2.7777777777777777
D9,2026-04-28,TRP-1100,Pharmacy 1,17.375,78.472,1900-01-01 10:00:00,52,43,Tuesday,April,10,0,2,31,2,24,27.541666666666668,1,1.1818181818181819
D9,2026-05-05,TRP-1101,Outlet 2,17.375,78.505,1900-01-01 11:45:00,41,41,Tuesday,May,11,0,1,25,4,34,26.205882352941178,1,0.9761904761904762
D9,2026-05-06,TRP-1102,Pharmacy 2,17.405,78.495,1900-01-01 10:30:00,14,19,Wednesday,May,10,0,2,32,4,33,26.454545454545453,1,0.7
D9,2026-05-11,TRP-1103,Bus Terminal,17.384,78.456,1900-01-01 08:30:00,46,26,Monday,May,8,0,2,3,2,42,25.738095238095237,1,1.7037037037037037
D9,2026-05-13,TRP-1104,Community Center,17.362,78.484,1900-01-01 10:00:00,27,32,Wednesday,May,10,0,2,6,2,33,26.363636363636363,1,0.8181818181818182
D9,2026-05-20,TRP-1105,School 1,17.372,78.468,1900-01-01 11:15:00,17,42,Wednesday,May,11,0,1,36,2,30,28.1,1,0.3953488372093023
D9,2026-05-21,TRP-1106,Market 1,17.395,78.488,1900-01-01 09:30:00,47,12,Thursday,May,9,0,2,19,4,52,25.71153846153846,1,3.6153846153846154
D9,2026-05-25,TRP-1107,Bank A,17.388,78.482,1900-01-01 14:30:00,22,15,Monday,May,14,0,1,1,4,36,27.166666666666668,1,1.375
D9,2026-05-27,TRP-1108,Factory 1,17.46,78.55,1900-01-01 16:30:00,17,12,Wednesday,May,16,0,1,9,0,36,24.38888888888889,1,1.3076923076923077
D9,2026-05-29,TRP-1109,Warehouse 2,17.34,78.45,1900-01-01 16:00:00,47,16,Friday,May,16,0,1,52,2,30,24.766666666666666,1,2.764705882352941
D9,2026-05-30,TRP-1110,Outlet 1,17.385,78.49,1900-01-01 16:45:00,38,38,Saturday,May,16,1,1,24,4,35,27.82857142857143,1,0.9743589743589743
D9,2026-05-31,TRP-1111,Market 1,17.395,78.488,1900-01-01 12:30:00,21,28,Sunday,May,12,1,1,19,4,52,25.71153846153846,1,0.7241379310344828
D9,2026-06-04,TRP-1112,Pharmacy 2,17.405,78.495,1900-01-01 16:00:00,60,10,Thursday,June,16,0,1,32,4,33,26.454545454545453,1,5.454545454545454
D9,2026-06-05,TRP-1113,Factory 2,17.32,78.43,1900-01-01 13:00:00,30,28,Friday,June,13,0,1,10,1,40,27.15,1,1.0344827586206897
D9,2026-06-13,TRP-1114,Office C,17.415,78.485,1900-01-01 13:00:00,60,39,Saturday,June,13,1,1,23,4,34,27.852941176470587,1,1.5
D9,2026-06-14,TRP-1115,Store J,17.395,78.505,1900-01-01 14:15:00,41,11,Sunday,June,14,1,1,48,4,34,28.352941176470587,1,3.4166666666666665
D9,2026-06-15,TRP-1116,Bus Terminal,17.384,78.456,1900-01-01 09:45:00,54,38,Monday,June,9,0,2,3,2,42,25.738095238095237,2,1.3846153846153846
D9,2026-06-18,TRP-1117,Mall 2,17.425,78.525,1900-01-01 16:15:00,34,45,Thursday,June,16,0,1,18,0,32,27.375,1,0.7391304347826086
D9,2026-06-22,TRP-1118,Store I,17.43,78.52,1900-01-01 13:30:00,33,18,Monday,June,13,0,1,47,0,41,28.170731707317074,1,1.736842105263158
D9,2026-06-24,TRP-1119,Hotel A,17.388,78.492,1900-01-01 12:00:00,26,40,Wednesday,June,12,0,1,11,4,44,28.045454545454547,1,0.6341463414634146
D9,2026-06-26,TRP-1120,Depot B,17.345,78.455,1900-01-01 13:00:00,54,41,Friday,June,13,0,1,8,2,43,28.790697674418606,1,1.2857142857142858
D9,2026-06-29,TRP-1121,Hotel A,17.388,78.492,1900-01-01 08:30:00,56,23,Monday,June,8,0,2,11,4,44,28.045454545454547,1,2.3333333333333335
D9,2026-06-30,TRP-1122,Store C,17.375,78.48,1900-01-01 11:30:00,22,26,Tuesday,June,11,0,1,41,2,41,29.146341463414632,1,0.8148148148148148
D9,2026-07-02,TRP-1123,Hotel A,17.388,78.492,1900-01-01 10:30:00,54,28,Thursday,July,10,0,2,11,4,44,28.045454545454547,2,1.8620689655172413
D9,2026-07-04,TRP-1124,Warehouse 1,17.44,78.53,1900-01-01 13:15:00,58,24,Saturday,July,13,1,1,51,0,38,27.92105263157895,1,2.32
D9,2026-07-05,TRP-1125,Mall 1,17.37,78.465,1900-01-01 15:30:00,21,11,Sunday,July,15,1,1,17,2,39,29.71794871794872,1,1.75
D9,2026-07-09,TRP-1126,Market 2,17.385,78.508,1900-01-01 14:15:00,38,37,Thursday,July,14,0,1,20,4,41,27.073170731707318,1,1.0
D9,2026-07-11,TRP-1127,Warehouse 2,17.34,78.45,1900-01-01 13:30:00,26,11,Saturday,July,13,1,1,52,2,30,24.766666666666666,1,2.1666666666666665
D9,2026-07-15,TRP-1128,Airport Gate,17.24,78.43,1900-01-01 10:30:00,36,20,Wednesday,July,10,0,2,0,1,46,28.369565217391305,2,1.7142857142857142
D9,2026-07-16,TRP-1129,Pharmacy 2,17.405,78.495,1900-01-01 09:15:00,43,21,Thursday,July,9,0,2,32,4,33,26.454545454545453,1,1.9545454545454546
D9,2026-07-17,TRP-1130,Store A,17.385,78.486,1900-01-01 14:45:00,20,45,Friday,July,14,0,1,39,4,38,28.526315789473685,1,0.43478260869565216
D9,2026-07-18,TRP-1131,Hub West,17.395,78.43,1900-01-01 16:15:00,27,30,Saturday,July,16,1,1,16,3,49,29.20408163265306,1,0.8709677419354839
D9,2026-07-22,TRP-1132,Store C,17.375,78.48,1900-01-01 08:15:00,14,42,Wednesday,July,8,0,2,41,2,41,29.146341463414632,1,0.32558139534883723
D9,2026-07-27,TRP-1133,Store A,17.385,78.486,1900-01-01 09:00:00,36,10,Monday,July,9,0,2,39,4,38,28.526315789473685,1,3.272727272727273
D9,2026-08-01,TRP-1134,Depot A,17.435,78.535,1900-01-01 14:00:00,24,44,Saturday,August,14,1,1,7,0,41,28.926829268292682,1,0.5333333333333333
D9,2026-08-06,TRP-1135,Warehouse 2,17.34,78.45,1900-01-01 11:30:00,43,24,Thursday,August,11,0,1,52,2,30,24.766666666666666,1,1.72
D9,2026-08-10,TRP-1136,Outlet 5,17.412,78.498,1900-01-01 11:30:00,56,17,Monday,August,11,0,1,28,4,43,28.72093023255814,1,3.111111111111111
D9,2026-08-11,TRP-1137,Hub North,17.45,78.54,1900-01-01 09:45:00,16,18,Tuesday,August,9,0,2,14,0,53,27.39622641509434,1,0.8421052631578947
D9,2026-08-12,TRP-1138,Shopping Center,17.445,78.527,1900-01-01 09:30:00,29,22,Wednesday,August,9,0,2,38,0,39,29.94871794871795,1,1.2608695652173914
D9,2026-08-21,TRP-1139,Outlet 4,17.398,78.472,1900-01-01 09:30:00,25,19,Friday,August,9,0,2,27,4,35,27.114285714285714,1,1.25
D9,2026-08-23,TRP-1140,School 1,17.372,78.468,1900-01-01 15:30:00,12,27,Sunday,August,15,1,1,36,2,30,28.1,1,0.42857142857142855
D9,2026-08-24,TRP-1141,Store G,17.42,78.49,1900-01-01 13:45:00,25,36,Monday,August,13,0,1,45,4,47,30.80851063829787,1,0.6756756756756757
D9,2026-08-27,TRP-1142,Railway Station,17.432,78.498,1900-01-01 12:15:00,41,39,Thursday,August,12,0,1,33,0,37,27.62162162162162,1,1.025
D9,2026-08-28,TRP-1143,Tech Park 1,17.425,78.515,1900-01-01 10:00:00,37,43,Friday,August,10,0,2,49,0,35,24.485714285714284,1,0.8409090909090909
D9,2026-08-29,TRP-1144,Outlet 2,17.375,78.505,1900-01-01 14:30:00,41,16,Saturday,August,14,1,1,25,4,34,26.205882352941178,1,2.411764705882353
D9,2026-09-03,TRP-1145,Park B,17.358,78.458,1900-01-01 09:45:00,36,13,Thursday,September,9,0,2,30,2,33,24.484848484848484,1,2.5714285714285716
D9,2026-09-05,TRP-1146,Restaurant 1,17.402,78.502,1900-01-01 13:00:00,13,26,Saturday,September,13,1,1,34,4,32,30.96875,1,0.48148148148148145
D9,2026-09-07,TRP-1147,Outlet 4,17.398,78.472,1900-01-01 08:45:00,24,32,Monday,September,8,0,2,27,4,35,27.114285714285714,1,0.7272727272727273
D9,2026-09-09,TRP-1148,Tech Park 2,17.355,78.458,1900-01-01 15:00:00,41,16,Wednesday,September,15,0,1,50,2,38,26.289473684210527,1,2.411764705882353
D9,2026-09-12,TRP-1149,Tech Park 2,17.355,78.458,1900-01-01 11:15:00,23,28,Saturday,September,11,1,1,50,2,38,26.289473684210527,1,0.7931034482758621
D9,2026-09-13,TRP-1150,Park A,17.418,78.518,1900-01-01 13:15:00,23,30,Sunday,September,13,1,1,29,0,29,26.79310344827586,1,0.7419354838709677
D9,2026-09-19,TRP-1151,Outlet 2,17.375,78.505,1900-01-01 08:15:00,51,22,Saturday,September,8,1,2,25,4,34,26.205882352941178,1,2.217391304347826
D9,2026-09-20,TRP-1152,Outlet 4,17.398,78.472,1900-01-01 08:45:00,30,31,Sunday,September,8,1,2,27,4,35,27.114285714285714,1,0.9375
D9,2026-09-21,TRP-1153,Community Center,17.362,78.484,1900-01-01 13:00:00,37,15,Monday,September,13,0,1,6,2,33,26.363636363636363,2,2.3125
D9,2026-09-24,TRP-1154,Outlet 4,17.398,78.472,1900-01-01 14:00:00,60,32,Thursday,September,14,0,1,27,4,35,27.114285714285714,1,1.8181818181818181
D9,2026-09-25,TRP-1155,Shopping Center,17.445,78.527,1900-01-01 09:30:00,41,38,Friday,September,9,0,2,38,0,39,29.94871794871795,1,1.0512820512820513
D9,2026-10-02,TRP-1156,Restaurant 2,17.362,78.462,1900-01-01 11:30:00,33,26,Friday,October,11,0,1,35,2,38,24.55263157894737,1,1.2222222222222223
D9,2026-10-04,TRP-1157,Warehouse 2,17.34,78.45,1900-01-01 11:15:00,59,24,Sunday,October,11,1,1,52,2,30,24.766666666666666,1,2.36
D9,2026-10-11,TRP-1158,Outlet 2,17.375,78.505,1900-01-01 09:45:00,33,20,Sunday,October,9,1,2,25,4,34,26.205882352941178,1,1.5714285714285714
D9,2026-10-14,TRP-1159,Depot A,17.435,78.535,1900-01-01 15:15:00,41,40,Wednesday,October,15,0,1,7,0,41,28.926829268292682,1,1.0
D9,2026-10-17,TRP-1160,Outlet 1,17.385,78.49,1900-01-01 14:30:00,40,21,Saturday,October,14,1,1,24,4,35,27.82857142857143,1,1.8181818181818181
D9,2026-10-19,TRP-1161,Factory 1,17.46,78.55,1900-01-01 09:30:00,18,25,Monday,October,9,0,2,9,0,36,24.38888888888889,1,0.6923076923076923
D9,2026-10-21,TRP-1162,Bus Terminal,17.384,78.456,1900-01-01 12:15:00,47,36,Wednesday,October,12,0,1,3,2,42,25.738095238095237,1,1.2702702702702702
D9,2026-10-22,TRP-1163,Pharmacy 2,17.405,78.495,1900-01-01 09:15:00,30,44,Thursday,October,9,0,2,32,4,33,26.454545454545453,1,0.6666666666666666
D9,2026-10-25,TRP-1164,Factory 1,17.46,78.55,1900-01-01 11:00:00,52,45,Sunday,October,11,1,1,9,0,36,24.38888888888889,1,1.1304347826086956
D9,2026-10-26,TRP-1165,Airport Gate,17.24,78.43,1900-01-01 08:15:00,32,43,Monday,October,8,0,2,0,1,46,28.369565217391305,2,0.7272727272727273
D9,2026-10-27,TRP-1166,Store C,17.375,78.48,1900-01-01 16:45:00,38,40,Tuesday,October,16,0,1,41,2,41,29.146341463414632,1,0.926829268292683
D9,2026-11-06,TRP-1167,Hub South,17.33,78.44,1900-01-01 15:30:00,26,20,Friday,November,15,0,1,15,1,33,27.272727272727273,1,1.2380952380952381
D9,2026-11-07,TRP-1168,Outlet 4,17.398,78.472,1900-01-01 14:15:00,52,20,Saturday,November,14,1,1,27,4,35,27.114285714285714,1,2.4761904761904763
D9,2026-11-08,TRP-1169,Store J,17.395,78.505,1900-01-01 08:45:00,35,19,Sunday,November,8,1,2,48,4,34,28.352941176470587,1,1.75
D9,2026-11-09,TRP-1170,Mall 2,17.425,78.525,1900-01-01 10:45:00,23,45,Monday,November,10,0,2,18,0,32,27.375,1,0.5
D9,2026-11-16,TRP-1171,Mall 2,17.425,78.525,1900-01-01 15:30:00,13,34,Monday,November,15,0,1,18,0,32,27.375,1,0.37142857142857144
D9,2026-11-17,TRP-1172,Store C,17.375,78.48,1900-01-01 09:00:00,32,27,Tuesday,November,9,0,2,41,2,41,29.146341463414632,1,1.1428571428571428
D9,2026-11-22,TRP-1173,Bus Terminal,17.384,78.456,1900-01-01 11:45:00,20,34,Sunday,November,11,1,1,3,2,42,25.738095238095237,1,0.5714285714285714
D9,2026-11-24,TRP-1174,Community Center,17.362,78.484,1900-01-01 16:30:00,13,25,Tuesday,November,16,0,1,6,2,33,26.363636363636363,1,0.5
D9,2026-11-27,TRP-1175,Store E,17.36,78.47,1900-01-01 08:30:00,51,39,Friday,November,8,0,2,43,2,38,27.5,2,1.275
D9,2026-11-29,TRP-1176,Outlet 4,17.398,78.472,1900-01-01 10:00:00,22,30,Sunday,November,10,1,2,27,4,35,27.114285714285714,1,0.7096774193548387
D9,2026-11-30,TRP-1177,Hub West,17.395,78.43,1900-01-01 15:15:00,14,19,Monday,November,15,0,1,16,3,49,29.20408163265306,1,0.7
D9,2026-12-06,TRP-1178,Store I,17.43,78.52,1900-01-01 08:45:00,21,30,Sunday,December,8,1,2,47,0,41,28.170731707317074,1,0.6774193548387096
D9,2026-12-08,TRP-1179,Store G,17.42,78.49,1900-01-01 10:30:00,25,39,Tuesday,December,10,0,2,45,4,47,30.80851063829787,1,0.625
D9,2026-12-09,TRP-1180,Store G,17.42,78.49,1900-01-01 12:30:00,22,14,Wednesday,December,12,0,1,45,4,47,30.80851063829787,1,1.4666666666666666
D9,2026-12-10,TRP-1181,Outlet 3,17.365,78.478,1900-01-01 10:15:00,44,22,Thursday,December,10,0,2,26,2,29,24.620689655172413,1,1.9130434782608696
D9,2026-12-12,TRP-1182,Restaurant 2,17.362,78.462,1900-01-01 14:45:00,40,12,Saturday,December,14,1,1,35,2,38,24.55263157894737,1,3.076923076923077
D9,2026-12-13,TRP-1183,Hotel B,17.378,78.476,1900-01-01 16:00:00,51,37,Sunday,December,16,1,1,12,2,40,25.2,1,1.3421052631578947
D9,2026-12-16,TRP-1184,Shopping Center,17.445,78.527,1900-01-01 11:15:00,15,35,Wednesday,December,11,0,1,38,0,39,29.94871794871795,1,0.4166666666666667
D9,2026-12-20,TRP-1185,Store F,17.41,78.51,1900-01-01 13:45:00,46,11,Sunday,December,13,1,1,44,4,31,24.774193548387096,1,3.8333333333333335
D9,2026-12-22,TRP-1186,Store I,17.43,78.52,1900-01-01 13:00:00,53,43,Tuesday,December,13,0,1,47,0,41,28.170731707317074,2,1.2045454545454546
D9,2026-12-28,TRP-1187,Hotel A,17.388,78.492,1900-01-01 10:30:00,10,18,Monday,December,10,0,2,11,4,44,28.045454545454547,2,0.5263157894736842
D9,2026-12-29,TRP-1188,Store H,17.35,78.46,1900-01-01 16:45:00,56,16,Tuesday,December,16,0,1,46,2,39,25.41025641025641,1,3.2941176470588234
D10,2026-01-03,TRP-1189,Store I,17.43,78.52,1900-01-01 14:30:00,24,23,Saturday,January,14,1,1,47,0,41,28.170731707317074,1,1.0
D10,2026-01-04,TRP-1190,Outlet 4,17.398,78.472,1900-01-01 15:15:00,29,34,Sunday,January,15,1,1,27,4,35,27.114285714285714,1,0.8285714285714286
D10,2026-01-07,TRP-1191,Hotel B,17.378,78.476,1900-01-01 11:45:00,58,10,Wednesday,January,11,0,1,12,2,40,25.2,1,5.2727272727272725
D10,2026-01-08,TRP-1192,Clinic A,17.382,78.483,1900-01-01 14:45:00,59,26,Thursday,January,14,0,1,4,4,42,28.404761904761905,1,2.185185185185185
D10,2026-01-10,TRP-1193,Hub North,17.45,78.54,1900-01-01 09:15:00,26,36,Saturday,January,9,1,2,14,0,53,27.39622641509434,1,0.7027027027027027
D10,2026-01-13,TRP-1194,Outlet 1,17.385,78.49,1900-01-01 09:00:00,16,23,Tuesday,January,9,0,2,24,4,35,27.82857142857143,1,0.6666666666666666
D10,2026-01-15,TRP-1195,Community Center,17.362,78.484,1900-01-01 10:30:00,38,31,Thursday,January,10,0,2,6,2,33,26.363636363636363,1,1.1875
D10,2026-01-19,TRP-1196,Park B,17.358,78.458,1900-01-01 08:00:00,44,15,Monday,January,8,0,2,30,2,33,24.484848484848484,1,2.75
D10,2026-01-22,TRP-1197,Store C,17.375,78.48,1900-01-01 14:00:00,40,43,Thursday,January,14,0,1,41,2,41,29.146341463414632,1,0.9090909090909091
D10,2026-01-27,TRP-1198,Hotel A,17.388,78.492,1900-01-01 08:15:00,24,22,Tuesday,January,8,0,2,11,4,44,28.045454545454547,1,1.0434782608695652
D10,2026-01-29,TRP-1199,Mall 1,17.37,78.465,1900-01-01 14:15:00,46,25,Thursday,January,14,0,1,17,2,39,29.71794871794872,1,1.7692307692307692
D10,2026-02-02,TRP-1200,Outlet 2,17.375,78.505,1900-01-01 16:30:00,46,15,Monday,February,16,0,1,25,4,34,26.205882352941178,1,2.875
D10,2026-02-11,TRP-1201,Hotel B,17.378,78.476,1900-01-01 10:30:00,25,16,Wednesday,February,10,0,2,12,2,40,25.2,1,1.4705882352941178
D10,2026-02-12,TRP-1202,Warehouse 1,17.44,78.53,1900-01-01 13:30:00,42,34,Thursday,February,13,0,1,51,0,38,27.92105263157895,1,1.2
D10,2026-02-14,TRP-1203,Hub East,17.395,78.55,1900-01-01 16:15:00,20,25,Saturday,February,16,1,1,13,0,39,27.94871794871795,1,0.7692307692307693
D10,2026-02-16,TRP-1204,Office C,17.415,78.485,1900-01-01 11:00:00,38,29,Monday,February,11,0,1,23,4,34,27.852941176470587,1,1.2666666666666666
D10,2026-02-19,TRP-1205,Tech Park 2,17.355,78.458,1900-01-01 14:45:00,52,37,Thursday,February,14,0,1,50,2,38,26.289473684210527,1,1.368421052631579
